date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:00:32	243912/243912	---M--	200	added ('OK')	image/jpeg	etag:%22acae90808fab93ba368f918120335b2e%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/a675a75953b598b19663b0dc6ca6bc02.jpeg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/a675a75953b598b19663b0dc6ca6bc02.jpg	(from https://minhngoc.iwedding.info/)
19:00:32	152729/152729	---M--	200	added ('OK')	image/jpeg	etag:%22e838ce932a70f665eb08a66bdb952e7b%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/519528071872b9685e4a89f24b6c1c81.jpeg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/519528071872b9685e4a89f24b6c1c81.jpg	(from https://minhngoc.iwedding.info/)
19:00:32	147155/147155	---M--	200	added ('OK')	image/jpeg	etag:%22606c62893159dd7fe41877fc3facbc33%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/ec875757417b15d04c232c214dc0f262.jpeg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/ec875757417b15d04c232c214dc0f262.jpg	(from https://minhngoc.iwedding.info/)
19:00:32	36194/36194	---M--	200	added ('OK')	image/jpeg	etag:%221e892139fe460f2f46c618fa7e2b17b0%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d6678e8a058f3ea708d428/small.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d6678e8a058f3ea708d428/small.jpg	(from https://minhngoc.iwedding.info/)
19:00:32	36379/36379	---M--	200	added ('OK')	image/jpeg	etag:%22888a720529ecb8b14c1c4db084724ae0%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d6677128d9244d8601f446/small.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d6677128d9244d8601f446/small.jpg	(from https://minhngoc.iwedding.info/)
19:00:33	48734/48734	---M--	200	added ('OK')	image/jpeg	etag:%22fc56de1985f076135304316dd677bc38%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d667846aa4a14073026e1a/small.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d667846aa4a14073026e1a/small.jpg	(from https://minhngoc.iwedding.info/)
19:00:33	39243/39243	---M--	200	added ('OK')	image/jpeg	etag:%221f00c43acfb878b38756ffb43f67ebe9%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d667636aa4a14073026e19/small.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d667636aa4a14073026e19/small.jpg	(from https://minhngoc.iwedding.info/)
19:00:33	49944/49944	---M--	200	added ('OK')	image/jpeg	etag:%22f002c74c3eb54ccd107282f1eaf321fb%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d667b19789ca891d04d399/small.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d667b19789ca891d04d399/small.jpg	(from https://minhngoc.iwedding.info/)
19:00:33	34006/34006	---M--	200	added ('OK')	image/jpeg	etag:%22ed4ad9fa69845087bea8cc7d5362ba81%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d66803889166fe330a7d96/small.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d66803889166fe330a7d96/small.jpg	(from https://minhngoc.iwedding.info/)
19:00:34	18430/18430	---M--	200	added ('OK')	image/jpeg	etag:%22178c216c9fe041463478736f310dca7a%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d6679f18f964a03803d2c4/small.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d6679f18f964a03803d2c4/small.jpg	(from https://minhngoc.iwedding.info/)
19:00:34	27382/27382	---M--	200	added ('OK')	image/jpeg	etag:%2297f031ff11683dcdf64bd6dc80116a12%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d6694de3da1ed8d301c916/small.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/galleries/69d6694de3da1ed8d301c916/small.jpg	(from https://minhngoc.iwedding.info/)
19:00:34	177090/177090	---M--	200	added ('OK')	image/jpeg	etag:%2236c35c1861cb44ae739b181a01a1f62c%22	https://cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/templates/6174ee7a7a1c7661fb0a671c/c11962a26a18a52ca6d15d030fd85fb5.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/website/69d663504ad40a298e090dc5/templates/6174ee7a7a1c7661fb0a671c/c11962a26a18a52ca6d15d030fd85fb5.jpg	(from https://minhngoc.iwedding.info/)
19:00:34	367613/367613	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265d56880-59bfd%22	https://minhngoc.iwedding.info/templates/template6/js/jquery-plugin-collection.js?v=20251121	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/js/jquery-plugin-collection3d0d.js	(from https://minhngoc.iwedding.info/)
19:00:35	20270/20270	---MCZ	200	added ('OK')	application/javascript	etag:W/%22670e3e18-4f2e%22	https://minhngoc.iwedding.info/templates/template6/js/script.js?v=20251121	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/js/script3d0d.js	(from https://minhngoc.iwedding.info/)
19:00:35	196710/196710	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c75cfe-30066%22	https://minhngoc.iwedding.info/common/calendar.js?v=20251121	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/common/calendar3d0d.js	(from https://minhngoc.iwedding.info/)
19:00:35	37471/37471	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269201984-925f%22	https://minhngoc.iwedding.info/common/biicommon.min.js?v=20251121	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/common/biicommon.min3d0d.js	(from https://minhngoc.iwedding.info/)
19:00:35	1340/1340	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265d336e0-53c%22	https://minhngoc.iwedding.info/common/emoji-picker/js/insertTextAtCursor.js?v=20251121	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/common/emoji-picker/js/insertTextAtCursor3d0d.js	(from https://minhngoc.iwedding.info/)
19:00:35	1021/1021	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265d336e0-3fd%22	https://minhngoc.iwedding.info/common/emoji-picker/js/init.js?v=20251121	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/common/emoji-picker/js/init3d0d.js	(from https://minhngoc.iwedding.info/)
19:00:36	5501/5501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267cda73f-157d%22	https://minhngoc.iwedding.info/common/toastr/toastr.min.js?v=20251121	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/common/toastr/toastr.min3d0d.js	(from https://minhngoc.iwedding.info/)
19:00:36	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263c75d00-1339c%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/themify.eot?-fvbane	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/themify9f24.eot	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:36	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263c75d00-1339c%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/themify.eot?	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/themifyd41d.eot	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:36	56108/56108	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2263c75d00-db2c%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/themify.woff?-fvbane	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/themify9f24.woff	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:36	78584/78584	---M--	200	added ('OK')	application/octet-stream	etag:%2263c75d00-132f8%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/themify.ttf?-fvbane	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/themify9f24.ttf	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:37	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263c75d00-3931d%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/themify.svg?-fvbane	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/themify9f24.svg	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:37	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263c75d00-2876e%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:37	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263c75d00-2876e%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfontd41d.eot?	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfontd41dd41d.eot	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:37	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%2263c75d00-12d68%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e3e6e.woff2	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:38	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2263c75d00-17ee8%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:38	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2263c75d00-286ac%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:38	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263c75d00-6d24a%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:38	14240/14240	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2012:00:37%20GMT	https://minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular.html	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular.html	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:39	14240/14240	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2012:00:37%20GMT	https://minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regulard41d.html?	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regulard41dd41d.html	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:39	14240/14240	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2012:00:38%20GMT	https://minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular-2.html	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular-2.html	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:39	14240/14240	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2012:00:38%20GMT	https://minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular-3.html	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular-3.html	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:39	14240/14240	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2012:00:38%20GMT	https://minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular-4.html	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular-4.html	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:40	14240/14240	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2012:00:38%20GMT	https://minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular-5.html	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular-5.html	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:40	14240/14240	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2012:00:38%20GMT	https://minhngoc.iwedding.info/templates/template6/css/owl.video.play.html	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/owl.video.play.html	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:40	280/280	---M--	200	added ('OK')	image/png	etag:%2263c75d00-118%22	https://minhngoc.iwedding.info/templates/template6/css/images/close.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/images/close.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:40	8476/8476	---M--	200	added ('OK')	image/gif	etag:%2263c75d00-211c%22	https://minhngoc.iwedding.info/templates/template6/css/images/loading.gif	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/images/loading.gif	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:40	1360/1360	---M--	200	added ('OK')	image/png	etag:%2263c75d00-550%22	https://minhngoc.iwedding.info/templates/template6/css/images/prev.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/images/prev.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:41	1350/1350	---M--	200	added ('OK')	image/png	etag:%2263c75d00-546%22	https://minhngoc.iwedding.info/templates/template6/css/images/next.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/images/next.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:41	1362/1362	---M--	200	added ('OK')	image/png	etag:%22648acbcf-552%22	https://minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_sprite.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_sprite.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:41	6567/6567	---M--	200	added ('OK')	image/gif	etag:%22648acbcf-19a7%22	https://minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_loading.gif	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_loading.gif	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:41	43/43	---M--	200	added ('OK')	image/gif	etag:%22648acbcf-2b%22	https://minhngoc.iwedding.info/templates/template6/images/fancybox/blank.gif	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/images/fancybox/blank.gif	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:42	1003/1003	---M--	200	added ('OK')	image/png	etag:%22648acbcf-3eb%22	https://minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_overlay.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_overlay.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:42	6553/6553	---M--	200	added ('OK')	image/png	etag:%22648acbcf-1999%22	https://minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_sprite%402x.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_sprite@2x.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:42	13984/13984	---M--	200	added ('OK')	image/gif	etag:%22648acbcf-36a0%22	https://minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_loading%402x.gif	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/images/fancybox/fancybox_loading@2x.gif	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:42	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265d336e1-fb8%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/lg.eot?n1z373	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/lgd641.eot	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:42	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265d336e1-fb8%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/lg.eot?	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/lgd41d.eot	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:43	3956/3956	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2265d336e1-f74%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/lg.woff?n1z373	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/lgd641.woff	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:43	3880/3880	---M--	200	added ('OK')	application/octet-stream	etag:%2265d336e1-f28%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/lg.ttf?n1z373	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/lgd641.ttf	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:43	8855/8855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265d336e1-2297%22	https://minhngoc.iwedding.info/templates/template6/css/fonts/lg.svg?n1z373	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/css/fonts/lgd641.svg	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:43	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Apr%202026%2012:00:42%20GMT	https://minhngoc.iwedding.info/templates/template6/img/vimeo-play.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/img/vimeo-play.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
